date,product_id,category,season,cost_price,competitor_price,stock_level,promotion,day_of_week,current_price,discount,effective_price,units_sold,revenue
2024-04-22,P0185,Snacks,Spring,84.52,6.0,718,1,Sat,145.16,0.1,130.644,1,130.64
2024-04-23,P0185,Groceries,Summer,31.62,106.63,30,1,Sun,43.35,0.21,34.246500000000005,218,7465.74
2024-04-24,P0185,Snacks,Autumn,65.86,107.69,657,0,Fri,95.6,0.0,95.6,50,4780.0
2024-04-25,P0185,Beverages,Autumn,85.07,14.6,664,1,Wed,119.01,0.09,108.29910000000001,1,108.3
2024-04-26,P0185,Electronics,Summer,16.11,81.88,956,0,Wed,19.25,0.0,19.25,60,1155.0
2024-04-27,P0185,Groceries,Summer,5.55,80.51,603,0,Fri,9.36,0.0,9.36,45,421.2
2024-04-28,P0185,Clothing,Autumn,82.73,60.27,910,0,Fri,120.47,0.0,120.47,10,1204.7
2024-04-29,P0185,Snacks,Summer,55.56,3.98,595,0,Sun,93.81,0.0,93.81,1,93.81
2024-01-01,P0186,Clothing,Winter,82.94,14.58,316,0,Wed,119.8,0.0,119.8,1,119.8
2024-01-02,P0186,Electronics,Autumn,22.09,79.45,615,0,Thu,28.14,0.0,28.14,69,1941.66
2024-01-03,P0186,Groceries,Spring,83.43,64.02,750,1,Thu,94.09,0.12,82.7992,90,7451.93
2024-01-04,P0186,Electronics,Summer,10.44,6.5,332,0,Thu,14.93,0.0,14.93,1,14.93
2024-01-05,P0186,Clothing,Winter,88.44,62.59,210,0,Tue,130.28,0.0,130.28,1,130.28
2024-01-06,P0186,Groceries,Spring,82.43,102.06,686,0,Fri,114.21,0.0,114.21,43,4911.03
2024-01-07,P0186,Household,Spring,57.17,106.97,74,0,Fri,77.77,0.0,77.77,9,699.93
2024-01-08,P0186,Groceries,Spring,61.23,83.94,49,0,Tue,76.03,0.0,76.03,83,6310.49
2024-01-09,P0186,Snacks,Summer,35.24,79.85,181,0,Sun,59.65,0.0,59.65,13,775.45
2024-01-10,P0186,Clothing,Spring,20.96,92.52,61,0,Tue,26.89,0.0,26.89,155,4167.95
2024-01-11,P0186,Electronics,Autumn,46.09,16.88,299,0,Mon,72.17,0.0,72.17,1,72.17
2024-01-12,P0186,Electronics,Autumn,66.09,23.63,927,0,Thu,115.82,0.0,115.82,1,115.82
2024-01-13,P0186,Electronics,Summer,99.85,58.8,304,0,Sat,111.73,0.0,111.73,1,111.73
2024-01-14,P0186,Beverages,Summer,81.91,54.67,79,0,Sun,136.7,0.0,136.7,1,136.7
2024-01-15,P0186,Beverages,Spring,44.0,22.94,843,0,Fri,76.3,0.0,76.3,1,76.3
2024-01-16,P0186,Snacks,Summer,74.58,81.71,65,1,Fri,84.56,0.23,65.1112,27,1758.0
2024-01-17,P0186,Household,Autumn,11.7,89.19,732,1,Wed,19.59,0.18,16.0638,44,706.81
2024-01-18,P0186,Beverages,Autumn,42.09,33.23,717,1,Wed,59.12,0.23,45.5224,51,2321.64
2024-01-19,P0186,Groceries,Autumn,43.07,38.24,417,1,Mon,55.69,0.25,41.7675,79,3299.63
2024-01-20,P0186,Clothing,Summer,99.88,31.62,294,0,Fri,113.44,0.0,113.44,1,113.44
2024-01-21,P0186,Snacks,Autumn,39.71,34.15,828,1,Tue,69.59,0.13,60.5433,11,665.98
2024-01-22,P0186,Household,Summer,9.24,44.4,769,0,Thu,14.23,0.0,14.23,136,1935.28
2024-01-23,P0186,Groceries,Winter,7.66,53.49,777,0,Tue,9.42,0.0,9.42,141,1328.22
2024-01-24,P0186,Electronics,Spring,70.14,58.62,716,0,Sat,111.67,0.0,111.67,6,670.02
2024-01-25,P0186,Beverages,Winter,29.62,58.7,433,0,Wed,46.91,0.0,46.91,16,750.56
2024-01-26,P0186,Groceries,Autumn,87.02,74.46,94,0,Sun,150.33,0.0,150.33,1,150.33
2024-01-27,P0186,Household,Spring,48.81,41.95,681,0,Sat,81.39,0.0,81.39,9,732.51
2024-01-28,P0186,Snacks,Autumn,33.71,60.91,127,0,Sat,45.53,0.0,45.53,24,1092.72
2024-01-29,P0186,Groceries,Autumn,76.15,61.23,243,1,Tue,110.82,0.21,87.5478,12,1050.57
2024-01-30,P0186,Snacks,Winter,42.34,12.51,119,1,Mon,70.29,0.06,66.07260000000001,1,66.07
2024-01-31,P0186,Electronics,Autumn,74.0,75.89,696,0,Sun,107.14,0.0,107.14,23,2464.22
2024-02-01,P0186,Household,Spring,71.7,34.1,664,1,Mon,118.9,0.09,108.19900000000001,1,108.2
2024-02-02,P0186,Household,Autumn,72.6,6.59,294,1,Thu,120.75,0.1,108.675,1,108.68
2024-02-03,P0186,Beverages,Spring,85.86,78.01,193,1,Thu,151.37,0.15,128.6645,1,128.66
2024-02-04,P0186,Clothing,Winter,84.99,6.76,504,0,Sat,100.29,0.0,100.29,1,100.29
2024-02-05,P0186,Household,Summer,66.8,53.58,999,0,Wed,100.7,0.0,100.7,5,503.5
2024-02-06,P0186,Groceries,Autumn,95.74,74.92,938,0,Thu,122.98,0.0,122.98,12,1475.76
2024-02-07,P0186,Groceries,Winter,3.05,119.83,994,1,Sun,5.35,0.12,4.707999999999999,215,1012.22
2024-02-08,P0186,Groceries,Autumn,93.11,62.3,692,0,Tue,156.8,0.0,156.8,1,156.8
2024-02-09,P0186,Electronics,Spring,15.68,38.87,214,0,Thu,20.5,0.0,20.5,138,2829.0
2024-02-10,P0186,Household,Autumn,21.95,59.55,831,0,Sun,38.92,0.0,38.92,21,817.32
2024-02-11,P0186,Household,Summer,81.92,24.29,935,0,Sat,122.1,0.0,122.1,1,122.1
2024-02-12,P0186,Groceries,Autumn,40.64,53.12,472,1,Thu,62.63,0.19,50.73030000000001,32,1623.37
2024-02-13,P0186,Beverages,Summer,43.11,104.9,887,1,Thu,55.62,0.1,50.058,159,7959.22
2024-02-14,P0186,Beverages,Summer,26.86,17.2,873,0,Fri,34.4,0.0,34.4,2,68.8
2024-02-15,P0186,Household,Autumn,23.22,64.09,292,0,Tue,41.37,0.0,41.37,72,2978.64
2024-02-16,P0186,Household,Winter,11.52,74.88,706,0,Sat,13.05,0.0,13.05,74,965.7
2024-02-17,P0186,Snacks,Autumn,20.48,38.25,442,0,Mon,32.68,0.0,32.68,32,1045.76
2024-02-18,P0186,Household,Summer,57.11,88.57,932,0,Sat,67.25,0.0,67.25,37,2488.25
2024-02-19,P0186,Groceries,Winter,70.95,79.98,972,0,Mon,101.64,0.0,101.64,10,1016.4
2024-02-20,P0186,Clothing,Summer,74.15,56.21,601,0,Thu,106.01,0.0,106.01,10,1060.1
2024-02-21,P0186,Electronics,Summer,37.64,77.17,645,0,Thu,62.85,0.0,62.85,25,1571.25
2024-02-22,P0186,Household,Autumn,92.27,100.99,867,0,Tue,118.35,0.0,118.35,66,7811.1
2024-02-23,P0186,Household,Spring,33.54,72.45,85,0,Mon,40.39,0.0,40.39,92,3715.88
2024-02-24,P0186,Groceries,Autumn,12.0,68.69,610,0,Wed,19.03,0.0,19.03,102,1941.06
2024-02-25,P0186,Snacks,Spring,94.58,74.95,985,1,Thu,141.84,0.22,110.63520000000001,33,3650.96
2024-02-26,P0186,Clothing,Spring,54.53,81.39,124,0,Thu,82.84,0.0,82.84,43,3562.12
2024-02-27,P0186,Household,Autumn,97.17,48.98,725,1,Fri,134.21,0.14,115.42060000000001,1,115.42
2024-02-28,P0186,Beverages,Spring,39.97,100.58,135,0,Fri,52.21,0.0,52.21,72,3759.12
2024-02-29,P0186,Beverages,Summer,75.98,110.94,850,0,Tue,122.88,0.0,122.88,56,6881.28
2024-03-01,P0186,Beverages,Winter,11.88,75.0,790,1,Sun,18.86,0.24,14.3336,80,1146.69
2024-03-02,P0186,Electronics,Autumn,85.55,106.52,24,0,Sun,144.83,0.0,144.83,41,5938.03
2024-03-03,P0186,Electronics,Spring,17.9,89.61,749,0,Wed,29.61,0.0,29.61,153,4530.33
2024-03-04,P0186,Clothing,Summer,7.8,51.33,873,0,Wed,11.73,0.0,11.73,29,340.17
2024-03-05,P0186,Household,Winter,10.68,60.03,888,0,Wed,17.96,0.0,17.96,124,2227.04
2024-03-06,P0186,Household,Spring,56.18,68.85,925,0,Sun,71.97,0.0,71.97,35,2518.95
2024-03-07,P0186,Household,Spring,29.9,112.75,875,0,Sun,45.68,0.0,45.68,29,1324.72
2024-03-08,P0186,Electronics,Summer,96.13,78.12,889,1,Sat,128.13,0.24,97.3788,42,4089.91
2024-03-09,P0186,Clothing,Winter,85.41,61.52,354,1,Sat,140.05,0.17,116.2415,19,2208.59
2024-03-10,P0186,Household,Winter,80.53,15.68,761,0,Tue,141.03,0.0,141.03,1,141.03
2024-03-11,P0186,Groceries,Summer,81.15,80.36,511,1,Sat,129.89,0.18,106.5098,90,9585.88
2024-03-12,P0186,Snacks,Winter,89.18,67.01,928,1,Tue,116.32,0.22,90.72959999999999,26,2358.97
2024-03-13,P0186,Beverages,Autumn,86.66,112.86,371,0,Sat,110.77,0.0,110.77,50,5538.5
2024-03-14,P0186,Beverages,Winter,92.89,41.7,253,0,Tue,109.54,0.0,109.54,1,109.54
2024-03-15,P0186,Groceries,Spring,93.5,95.66,920,0,Sun,148.16,0.0,148.16,26,3852.16
2024-03-16,P0186,Household,Winter,30.53,34.62,127,0,Mon,53.65,0.0,53.65,32,1716.8
2024-03-17,P0186,Clothing,Autumn,22.74,21.44,864,0,Thu,29.14,0.0,29.14,32,932.48
2024-03-18,P0186,Clothing,Autumn,64.67,2.45,670,0,Mon,115.89,0.0,115.89,1,115.89
2024-03-19,P0186,Electronics,Spring,13.21,107.56,53,0,Thu,19.56,0.0,19.56,35,684.6
2024-03-20,P0186,Household,Spring,21.9,53.91,821,0,Fri,35.17,0.0,35.17,122,4290.74
2024-03-21,P0186,Clothing,Autumn,77.52,34.46,519,0,Thu,97.56,0.0,97.56,1,97.56
2024-03-22,P0186,Household,Summer,65.28,48.97,202,0,Thu,78.23,0.0,78.23,36,2816.28
2024-03-23,P0186,Beverages,Autumn,65.43,85.71,773,0,Sun,117.4,0.0,117.4,62,7278.8
2024-03-24,P0186,Beverages,Winter,95.11,47.8,604,0,Thu,128.06,0.0,128.06,1,128.06
2024-03-25,P0186,Electronics,Spring,67.09,27.86,46,0,Wed,83.15,0.0,83.15,1,83.15
2024-03-26,P0186,Beverages,Summer,43.65,11.45,509,0,Sat,73.64,0.0,73.64,1,73.64
2024-03-27,P0186,Household,Autumn,28.75,74.99,305,0,Mon,33.23,0.0,33.23,128,4253.44
2024-03-28,P0186,Groceries,Spring,34.52,116.75,182,1,Sun,41.11,0.24,31.2436,119,3717.99
2024-03-29,P0186,Electronics,Winter,28.5,76.54,662,1,Sun,47.57,0.18,39.007400000000004,130,5070.96
2024-03-30,P0186,Groceries,Summer,4.46,113.68,171,0,Mon,6.39,0.0,6.39,158,1009.62
2024-03-31,P0186,Household,Summer,26.9,105.48,780,0,Mon,34.7,0.0,34.7,49,1700.3
2024-04-01,P0186,Electronics,Summer,83.7,19.54,59,0,Thu,117.51,0.0,117.51,1,117.51
2024-04-02,P0186,Groceries,Winter,73.09,105.61,304,0,Mon,130.3,0.0,130.3,27,3518.1
2024-04-03,P0186,Electronics,Spring,62.56,1.13,863,0,Thu,77.93,0.0,77.93,1,77.93
2024-04-04,P0186,Household,Autumn,90.32,61.65,440,1,Fri,105.42,0.08,96.9864,30,2909.59
2024-04-05,P0186,Clothing,Spring,27.15,63.2,39,1,Wed,47.48,0.14,40.8328,62,2531.63
2024-04-06,P0186,Electronics,Winter,58.19,87.49,789,0,Mon,73.37,0.0,73.37,85,6236.45
2024-04-07,P0186,Clothing,Spring,4.1,90.97,219,0,Thu,7.19,0.0,7.19,111,798.09
2024-04-08,P0186,Household,Summer,89.31,28.57,675,0,Sat,120.3,0.0,120.3,1,120.3
2024-04-09,P0186,Electronics,Autumn,45.33,105.96,143,1,Wed,50.58,0.22,39.4524,114,4497.57
2024-04-10,P0186,Electronics,Winter,18.61,22.31,558,0,Wed,26.73,0.0,26.73,83,2218.59
2024-04-11,P0186,Clothing,Summer,24.69,115.42,180,0,Tue,30.64,0.0,30.64,121,3707.44
2024-04-12,P0186,Beverages,Spring,84.98,118.23,619,0,Wed,120.81,0.0,120.81,88,10631.28
2024-04-13,P0186,Clothing,Summer,11.77,83.92,573,0,Fri,17.5,0.0,17.5,121,2117.5
2024-04-14,P0186,Clothing,Spring,92.6,78.19,352,0,Sun,141.58,0.0,141.58,3,424.74
2024-04-15,P0186,Clothing,Spring,37.97,117.53,746,1,Sun,66.82,0.1,60.138,165,9922.77
2024-04-16,P0186,Household,Winter,25.86,29.8,239,0,Wed,43.44,0.0,43.44,55,2389.2
2024-04-17,P0186,Snacks,Spring,33.85,77.48,287,0,Sun,37.45,0.0,37.45,56,2097.2
2024-04-18,P0186,Clothing,Summer,41.49,49.33,21,0,Tue,71.5,0.0,71.5,5,357.5
2024-04-19,P0186,Electronics,Winter,55.26,20.94,520,0,Sun,68.81,0.0,68.81,1,68.81
2024-04-20,P0186,Groceries,Autumn,59.09,16.2,902,0,Tue,75.27,0.0,75.27,1,75.27
2024-04-21,P0186,Beverages,Winter,45.33,84.34,480,0,Mon,75.74,0.0,75.74,71,5377.54
2024-04-22,P0186,Clothing,Summer,45.19,28.25,289,0,Mon,65.94,0.0,65.94,1,65.94
2024-04-23,P0186,Clothing,Spring,29.24,72.32,194,0,Fri,40.58,0.0,40.58,111,4504.38
2024-04-24,P0186,Beverages,Winter,39.0,29.28,702,0,Sat,42.91,0.0,42.91,19,815.29
2024-04-25,P0186,Clothing,Winter,47.25,55.01,685,0,Sun,62.24,0.0,62.24,7,435.68
2024-04-26,P0186,Electronics,Winter,60.16,89.34,553,0,Tue,92.15,0.0,92.15,44,4054.6
2024-04-27,P0186,Snacks,Summer,13.94,63.85,245,0,Sat,16.23,0.0,16.23,90,1460.7
2024-04-28,P0186,Clothing,Spring,76.63,104.71,340,1,Fri,113.93,0.17,94.5619,28,2647.73
2024-04-29,P0186,Beverages,Autumn,68.38,63.63,767,0,Tue,75.81,0.0,75.81,63,4776.03
2024-01-01,P0187,Clothing,Autumn,30.58,24.11,983,0,Wed,47.81,0.0,47.81,10,478.1
2024-01-02,P0187,Household,Spring,46.48,107.75,227,0,Sun,52.95,0.0,52.95,128,6777.6
2024-01-03,P0187,Electronics,Autumn,94.75,50.73,604,0,Mon,108.64,0.0,108.64,1,108.64
2024-01-04,P0187,Electronics,Spring,3.03,104.23,967,0,Thu,4.86,0.0,4.86,32,155.52
2024-01-05,P0187,Snacks,Winter,81.32,28.65,518,0,Mon,130.93,0.0,130.93,1,130.93
2024-01-06,P0187,Household,Winter,51.66,76.7,185,0,Mon,64.13,0.0,64.13,94,6028.22
2024-01-07,P0187,Household,Summer,62.26,20.67,642,0,Mon,72.57,0.0,72.57,1,72.57
2024-01-08,P0187,Snacks,Winter,68.77,10.53,703,1,Fri,113.39,0.15,96.3815,1,96.38
2024-01-09,P0187,Groceries,Summer,46.15,119.87,562,1,Thu,75.71,0.12,66.6248,157,10460.09
2024-01-10,P0187,Clothing,Autumn,19.99,2.25,588,0,Sat,24.78,0.0,24.78,1,24.78
2024-01-11,P0187,Household,Autumn,91.05,71.36,425,0,Sat,118.85,0.0,118.85,34,4040.9
2024-01-12,P0187,Groceries,Winter,74.28,2.6,917,0,Sun,93.07,0.0,93.07,1,93.07
2024-01-13,P0187,Groceries,Spring,56.4,66.66,516,0,Fri,83.68,0.0,83.68,23,1924.64
2024-01-14,P0187,Electronics,Autumn,45.4,12.89,665,1,Wed,70.46,0.1,63.413999999999994,1,63.41
2024-01-15,P0187,Clothing,Autumn,50.43,94.72,162,0,Fri,88.8,0.0,88.8,69,6127.2
2024-01-16,P0187,Electronics,Autumn,82.53,35.83,201,0,Sun,102.57,0.0,102.57,1,102.57
2024-01-17,P0187,Beverages,Spring,2.24,41.98,421,0,Thu,3.29,0.0,3.29,84,276.36
2024-01-18,P0187,Electronics,Winter,86.67,31.03,529,0,Thu,102.24,0.0,102.24,1,102.24
2024-01-19,P0187,Household,Summer,5.63,14.56,263,0,Wed,8.07,0.0,8.07,25,201.75
2024-01-20,P0187,Household,Spring,61.98,60.54,923,0,Wed,102.43,0.0,102.43,24,2458.32
2024-01-21,P0187,Clothing,Spring,33.98,54.27,517,0,Mon,44.77,0.0,44.77,46,2059.42
2024-01-22,P0187,Groceries,Autumn,68.15,65.19,175,0,Tue,103.19,0.0,103.19,7,722.33
2024-01-23,P0187,Household,Summer,9.47,75.48,46,0,Tue,14.87,0.0,14.87,48,713.76
2024-01-24,P0187,Electronics,Spring,56.07,11.55,584,0,Thu,68.5,0.0,68.5,1,68.5
2024-01-25,P0187,Electronics,Autumn,85.67,50.21,878,0,Tue,96.61,0.0,96.61,1,96.61
2024-01-26,P0187,Clothing,Spring,49.97,71.51,558,0,Thu,61.12,0.0,61.12,55,3361.6
2024-01-27,P0187,Electronics,Autumn,9.35,39.45,861,0,Tue,13.92,0.0,13.92,153,2129.76
2024-01-28,P0187,Snacks,Summer,4.7,23.78,639,1,Sat,7.09,0.22,5.5302,25,138.26
2024-01-29,P0187,Clothing,Summer,62.5,73.15,629,1,Sat,97.71,0.23,75.2367,58,4363.73
2024-01-30,P0187,Clothing,Autumn,7.88,86.49,627,0,Mon,11.61,0.0,11.61,188,2182.68
2024-01-31,P0187,Household,Winter,8.06,90.32,415,0,Fri,11.44,0.0,11.44,68,777.92
2024-02-01,P0187,Clothing,Spring,43.12,39.75,749,0,Wed,73.79,0.0,73.79,10,737.9
2024-02-02,P0187,Beverages,Winter,21.74,12.78,260,0,Wed,27.47,0.0,27.47,3,82.41
2024-02-03,P0187,Household,Spring,21.22,109.95,686,1,Sat,30.81,0.06,28.961399999999998,59,1708.72
2024-02-04,P0187,Household,Summer,48.62,82.85,735,0,Fri,72.83,0.0,72.83,66,4806.78
2024-02-05,P0187,Snacks,Spring,28.8,113.87,434,0,Thu,34.09,0.0,34.09,138,4704.42
2024-02-06,P0187,Household,Autumn,22.71,18.32,436,1,Wed,39.22,0.12,34.5136,8,276.11
2024-02-07,P0187,Groceries,Autumn,51.93,79.21,660,0,Sat,81.0,0.0,81.0,17,1377.0
2024-02-08,P0187,Electronics,Autumn,29.8,24.37,928,0,Sun,33.69,0.0,33.69,45,1516.05
2024-02-09,P0187,Electronics,Winter,8.94,104.11,625,0,Mon,10.24,0.0,10.24,130,1331.2
2024-02-10,P0187,Clothing,Summer,68.59,62.82,259,0,Tue,115.31,0.0,115.31,18,2075.58
2024-02-11,P0187,Snacks,Summer,58.98,64.39,845,1,Thu,74.2,0.22,57.876000000000005,129,7466.0
2024-02-12,P0187,Electronics,Summer,22.0,111.76,553,1,Mon,36.1,0.12,31.768,198,6290.06
2024-02-13,P0187,Groceries,Autumn,58.64,37.18,477,1,Wed,88.29,0.17,73.2807,5,366.4
2024-02-14,P0187,Snacks,Summer,95.6,74.66,674,0,Wed,162.88,0.0,162.88,1,162.88
2024-02-15,P0187,Beverages,Winter,95.69,18.17,131,0,Sat,145.93,0.0,145.93,1,145.93
2024-02-16,P0187,Electronics,Winter,53.66,44.22,26,1,Sat,82.91,0.12,72.96079999999999,13,948.49
2024-02-17,P0187,Household,Winter,10.7,24.18,277,1,Mon,18.06,0.08,16.615199999999998,20,332.3
2024-02-18,P0187,Groceries,Autumn,46.36,24.96,341,1,Fri,68.8,0.06,64.672,1,64.67
2024-02-19,P0187,Groceries,Spring,3.67,79.67,999,1,Fri,4.98,0.09,4.5318000000000005,236,1069.5
2024-02-20,P0187,Electronics,Summer,42.1,35.09,154,0,Sun,70.25,0.0,70.25,5,351.25
2024-02-21,P0187,Clothing,Winter,91.03,30.87,339,0,Sun,123.92,0.0,123.92,1,123.92
2024-02-22,P0187,Beverages,Spring,47.28,97.15,624,0,Fri,77.32,0.0,77.32,59,4561.88
2024-02-23,P0187,Household,Spring,55.5,57.38,216,1,Thu,83.31,0.22,64.9818,94,6108.29
2024-02-24,P0187,Beverages,Winter,16.65,46.22,459,0,Tue,25.42,0.0,25.42,66,1677.72
2024-02-25,P0187,Beverages,Winter,2.55,98.0,151,0,Mon,3.5,0.0,3.5,69,241.5
2024-02-26,P0187,Electronics,Summer,99.35,59.16,187,1,Sun,153.48,0.12,135.0624,8,1080.5
2024-02-27,P0187,Household,Summer,34.49,97.98,529,1,Tue,46.26,0.24,35.1576,22,773.47
2024-02-28,P0187,Electronics,Spring,28.66,38.9,529,1,Sat,43.2,0.24,32.832,141,4629.31
2024-02-29,P0187,Electronics,Spring,57.56,115.47,353,0,Mon,67.93,0.0,67.93,35,2377.55
2024-03-01,P0187,Clothing,Spring,74.79,110.92,640,0,Wed,132.02,0.0,132.02,65,8581.3
2024-03-02,P0187,Groceries,Autumn,25.89,99.01,340,0,Wed,29.52,0.0,29.52,96,2833.92
2024-03-03,P0187,Clothing,Spring,52.89,26.32,675,1,Sat,58.71,0.14,50.4906,17,858.34
2024-03-04,P0187,Clothing,Autumn,33.93,87.57,811,0,Sat,51.64,0.0,51.64,48,2478.72
2024-03-05,P0187,Electronics,Summer,48.62,98.3,107,1,Tue,74.17,0.2,59.336000000000006,21,1246.06
2024-03-06,P0187,Clothing,Spring,16.97,44.24,789,1,Wed,29.67,0.16,24.922800000000002,110,2741.51
2024-03-07,P0187,Clothing,Summer,51.5,17.7,609,0,Sun,57.81,0.0,57.81,1,57.81
2024-03-08,P0187,Snacks,Spring,5.69,33.09,983,1,Tue,7.91,0.16,6.6444,35,232.55
2024-03-09,P0187,Household,Summer,84.16,70.69,610,0,Fri,116.85,0.0,116.85,39,4557.15
2024-03-10,P0187,Groceries,Spring,63.14,30.96,213,0,Tue,81.61,0.0,81.61,1,81.61
2024-03-11,P0187,Household,Autumn,94.21,79.74,454,0,Thu,158.73,0.0,158.73,2,317.46
2024-03-12,P0187,Groceries,Winter,60.37,47.63,748,0,Wed,98.72,0.0,98.72,1,98.72
2024-03-13,P0187,Snacks,Summer,19.03,27.84,909,1,Tue,32.2,0.17,26.726000000000003,38,1015.59
2024-03-14,P0187,Electronics,Summer,48.92,73.96,823,0,Sun,72.58,0.0,72.58,50,3629.0
2024-03-15,P0187,Groceries,Winter,66.8,9.78,900,0,Sat,100.57,0.0,100.57,1,100.57
2024-03-16,P0187,Groceries,Spring,38.05,75.36,628,0,Thu,59.6,0.0,59.6,30,1788.0
2024-03-17,P0187,Groceries,Autumn,55.71,116.95,725,0,Wed,91.2,0.0,91.2,61,5563.2
2024-03-18,P0187,Snacks,Autumn,17.11,85.66,814,0,Thu,23.21,0.0,23.21,38,881.98
2024-03-19,P0187,Household,Autumn,77.94,40.04,458,0,Sat,129.01,0.0,129.01,1,129.01
2024-03-20,P0187,Snacks,Spring,91.04,108.25,796,0,Sun,103.05,0.0,103.05,36,3709.8
2024-03-21,P0187,Groceries,Summer,32.17,63.81,468,0,Sun,45.38,0.0,45.38,11,499.18
2024-03-22,P0187,Clothing,Spring,79.54,63.88,904,0,Sun,91.03,0.0,91.03,35,3186.05
2024-03-23,P0187,Groceries,Autumn,10.1,46.02,591,0,Sun,11.12,0.0,11.12,137,1523.44
2024-03-24,P0187,Clothing,Winter,25.42,7.21,141,0,Mon,37.28,0.0,37.28,1,37.28
2024-03-25,P0187,Electronics,Autumn,46.73,33.12,510,0,Sat,51.74,0.0,51.74,11,569.14
2024-03-26,P0187,Snacks,Summer,39.25,98.38,93,0,Sun,67.05,0.0,67.05,29,1944.45
2024-03-27,P0187,Clothing,Spring,62.34,31.91,290,1,Wed,68.7,0.12,60.456,4,241.82
2024-03-28,P0187,Snacks,Spring,56.74,50.07,634,0,Sun,85.27,0.0,85.27,34,2899.18
2024-03-29,P0187,Beverages,Autumn,9.64,76.45,538,1,Sat,13.6,0.19,11.016,99,1090.58
2024-03-30,P0187,Household,Summer,14.04,34.61,832,1,Thu,18.6,0.21,14.694000000000003,153,2248.18
2024-03-31,P0187,Beverages,Summer,6.12,97.61,340,1,Thu,9.3,0.13,8.091000000000001,62,501.64
2024-04-01,P0187,Clothing,Winter,95.31,107.95,610,0,Fri,113.64,0.0,113.64,35,3977.4
2024-04-02,P0187,Beverages,Autumn,64.89,8.34,788,1,Mon,82.13,0.18,67.3466,1,67.35
2024-04-03,P0187,Household,Winter,85.7,69.38,217,1,Mon,143.27,0.17,118.9141,6,713.48
2024-04-04,P0187,Clothing,Spring,54.59,42.58,621,1,Mon,87.21,0.11,77.6169,13,1009.02
2024-04-05,P0187,Electronics,Spring,20.19,66.97,858,0,Thu,24.18,0.0,24.18,53,1281.54
2024-04-06,P0187,Electronics,Summer,63.03,66.07,643,0,Sun,94.62,0.0,94.62,39,3690.18
2024-04-07,P0187,Household,Winter,51.03,2.19,209,0,Fri,80.23,0.0,80.23,1,80.23
2024-04-08,P0187,Household,Summer,41.41,78.17,881,0,Thu,72.25,0.0,72.25,19,1372.75
2024-04-09,P0187,Clothing,Autumn,37.81,26.69,116,0,Sun,54.44,0.0,54.44,5,272.2
2024-04-10,P0187,Snacks,Summer,65.36,67.54,420,0,Sat,102.86,0.0,102.86,17,1748.62
2024-04-11,P0187,Clothing,Spring,62.16,107.55,209,0,Thu,83.79,0.0,83.79,14,1173.06
2024-04-12,P0187,Snacks,Spring,16.01,23.88,966,1,Wed,24.54,0.12,21.5952,28,604.67
2024-04-13,P0187,Snacks,Summer,81.81,33.15,570,0,Mon,106.99,0.0,106.99,1,106.99
2024-04-14,P0187,Snacks,Autumn,63.97,8.57,760,1,Sat,91.69,0.09,83.4379,1,83.44
2024-04-15,P0187,Clothing,Winter,54.05,59.52,762,0,Sat,82.8,0.0,82.8,5,414.0
2024-04-16,P0187,Groceries,Spring,75.14,104.54,895,1,Tue,129.36,0.07,120.3048,99,11910.18
2024-04-17,P0187,Groceries,Spring,16.21,65.83,860,0,Thu,26.66,0.0,26.66,96,2559.36
2024-04-18,P0187,Electronics,Autumn,92.05,42.95,446,0,Wed,156.89,0.0,156.89,1,156.89
2024-04-19,P0187,Groceries,Summer,27.79,108.79,791,0,Thu,40.45,0.0,40.45,144,5824.8
2024-04-20,P0187,Groceries,Spring,27.01,64.34,895,0,Sat,39.92,0.0,39.92,54,2155.68
2024-04-21,P0187,Snacks,Spring,81.68,116.87,522,0,Sat,108.48,0.0,108.48,64,6942.72
2024-04-22,P0187,Snacks,Autumn,34.07,90.28,740,0,Sun,48.87,0.0,48.87,113,5522.31
2024-04-23,P0187,Household,Summer,83.24,109.45,983,0,Fri,129.54,0.0,129.54,67,8679.18
2024-04-24,P0187,Snacks,Autumn,33.47,78.15,831,0,Wed,47.11,0.0,47.11,99,4663.89
2024-04-25,P0187,Clothing,Autumn,55.52,118.73,771,1,Mon,81.94,0.25,61.455,125,7681.88
2024-04-26,P0187,Household,Summer,23.85,63.53,77,0,Mon,38.47,0.0,38.47,82,3154.54
2024-04-27,P0187,Household,Spring,73.42,77.23,892,1,Thu,107.21,0.12,94.34479999999999,41,3868.14
2024-04-28,P0187,Groceries,Winter,17.53,16.97,596,0,Sat,24.86,0.0,24.86,31,770.66
2024-04-29,P0187,Snacks,Winter,90.04,112.47,834,0,Thu,161.12,0.0,161.12,17,2739.04
2024-01-01,P0188,Groceries,Winter,37.79,40.86,797,1,Thu,43.58,0.15,37.043,58,2148.49
2024-01-02,P0188,Snacks,Autumn,47.69,80.14,512,0,Sat,81.55,0.0,81.55,70,5708.5
2024-01-03,P0188,Groceries,Spring,3.38,43.9,770,1,Sun,4.2,0.19,3.4020000000000006,232,789.26
2024-01-04,P0188,Groceries,Spring,97.6,106.34,552,1,Sat,145.69,0.22,113.6382,86,9772.89
2024-01-05,P0188,Groceries,Spring,81.5,14.13,843,1,Tue,122.73,0.25,92.0475,1,92.05
